item,count,date
Breakfast,266,11.18
Burrito Breakfast,99,11.18
Small French Omelet,62,11.18
Egg Cheese Sausage Breakfast San,25,11.18
Egg Cheese Bacon Breakfast Sandw,19,11.18
Grand Slam Breakfast,10,11.18
Add Bacon,28,11.18
Two Eggs,14,11.18
Trillium Home Fries,3,11.18
Pancake Single,3,11.18
2 Slices Toast,1,11.18
Toast,1,11.18
PC Peanut Butter,1,11.18
Mexican,117,11.18
Burrito Bowl BYO,109,11.18
Single Taco,6,11.18
Side Guacamole,1,11.18
Side Sour Cream,1,11.18
Salad Bar,55,11.18
Salad by the Pound,55,11.18
Soup,88,11.18
Soup 12 oz,49,11.18
8 oz Soup,39,11.18
Beverages,122,11.18
Coffee 12 oz SB,33,11.18
Soda Fountain 16 oz,36,11.18
Soda Fountain 24 oz,30,11.18
Coffee 16 oz SB,18,11.18
Hot Tea 20 oz,5,11.18
Open Misc,12,11.18
Open Miscellaneous,12,11.18
Grab N Go,16,11.18
Side Potato Tots,16,11.18
Convenience,555,11.18
Beverages,373,11.18
Tea Jasmine Green Unsweet Ito En,12,11.18
Soda Pepsi Diet 20 Oz,18,11.18
Yerba Mate Enlighten Mint 15.5 o,8,11.18
Milk Chocolate LF BIG RED Refuel,14,11.18
Gatorade Propel  Kiwi Straw Wate,10,11.18
Juice Naked Mighty Mango,6,11.18
Water Aquafina 1L,10,11.18
Energy Mango PassFruit Celsius 1,7,11.18
Energy StrawGuava Celsius 12oz,7,11.18
Juice Naked Blue Machine,5,11.18
Soda Pepsi  Zero 20oz,9,11.18
Energy Artic Vibe Celsius 12oz,6,11.18
Energy Blue Raz Lemonade Celsius,6,11.18
Energy StrawLemon Celsius 12oz,6,11.18
Gatorade Lemon Lime 28 oz,7,11.18
Yerba Mate Peach Revival 15.5 oz,5,11.18
Yerba Mate Revel Berry 15.5 oz,5,11.18
Energy Cherry Limeade Celsius 16,5,11.18
Naked Strawberry Banana Juice,4,11.18
Water Aquafina 20 oz,8,11.18
Energy Fuji Apple Pear Celsius 1,5,11.18
Tea Green Peach Mango Celsius 12,5,11.18
Tea Golden Oolong Unsweet Ito En,4,11.18
Water Aquafina Alumitek 16 oz,8,11.18
Muscle Milk P40 Strawberry Cream,3,11.18
Tea Sweet W/ Le Pure Leaf Lipton,6,11.18
Tea Tea & Lemon Pure Leaf Lipton,6,11.18
Tea Unsweet Green Lipton 18.5 oz,6,11.18
Juice Lively Lemonade Tropicana,5,11.18
Juice Orange Homestyle Tropicana,5,11.18
Juice Orange Premium Topicana 11,5,11.18
Juice Naked Green Machine,3,11.18
Juice Protein Zone Naked,3,11.18
Water Life WTR Immune 700 ML,4,11.18
Lipton Pure Leaf Sweet Tea,5,11.18
Yerba Mate Bluephoria 15.5 oz,3,11.18
Yerba Mate Tropical 15.5 oz,3,11.18
Gatorade Galcier Freeze Zero G 2,4,11.18
Juice Grape Tropicana 11oz,4,11.18
Cold Brew Vanilla Sweet Cream St,3,11.18
Energy 222 Blue Raspberry Odysse,3,11.18
Energy Fast Twitch Watermelon St,3,11.18
Tea Green Rasp Acai  Celsius 12,3,11.18
Muscle Milk PROSRS 40 Intense Va,2,11.18
Mountain Dew Kickstart Orange 16,3,11.18
Soda Pepsi 20 Oz,4,11.18
Tea Iced Rasberry Lipton 16 oz,4,11.18
Tea Peach Pure Leaf Lipton 18.5,4,11.18
Ocean Spray Cranberry Cocktail,4,11.18
Kombucha Ginger Kevita 15.2 oz,2,11.18
Glacier Freeze Gatorade 28 oz,3,11.18
Gatorade Propel Grape Water 1 lt,3,11.18
Gatorade Gatorlyte Cherry Lime 2,2,11.18
Gatorade Gatorlyte Strawberry Ki,2,11.18
Gatorade Gatorlyte Zero Fruit Pu,2,11.18
Yerba Mate Lemon 15.5 oz,2,11.18
Tea Black Milk Ito En 11.8 oz,2,11.18
Energy Mango Tango Celsius 16 oz,2,11.18
Juice Fuji Apple Red Jacket 12oz,2,11.18
Starbucks Espress & Salt Cara DS,2,11.18
Soda Mountain Dew Zero 20 Oz,3,11.18
Soda Orange Crush 20 Oz,3,11.18
Soda Rootbeer Zero Sugar Mug 20,3,11.18
Rockstar Pure Zero Silver Ice,2,11.18
Energy Fast Twitch Grape 12 oz,2,11.18
Gatorade Berry Zero G 28 oz,2,11.18
Gatorade Blue 28 oz,2,11.18
Glacier Cherry Gatorade 28 oz,2,11.18
Juice AppleTropicana 11 oz,2,11.18
Sparkling Lemonade Mango Kevita,2,11.18
Water Gatorade 700ml,2,11.18
Muscle Milk KO Chocolate 14oz,1,11.18
Muscle Milk PP Chocolate 14 oz,1,11.18
Soda Ginger Ale Schweppes 20 Oz,2,11.18
Soda Starry Lemon Lime 20 oz,2,11.18
Tea Pure Leaf Zero Sugar Sweet T,2,11.18
Tea Unsweet Black W Lemon 18.5 o,2,11.18
Starbucks Doubleshot Ener Coffee,1,11.18
Juice Apple Dole 15.2 oz,2,11.18
Juice Orange Dole 15.2 oz,2,11.18
Frappuccino Caramel SB 13.7 oz,1,11.18
Juice Naked Berry Blast,1,11.18
Naked Red Machine Juice,1,11.18
Kombucha Pineapple Peach Kevita,1,11.18
Kombucha Rasp Lemon Kevita 15.2,1,11.18
Gatorade Gatorlyte Glacier Freez,1,11.18
Gatorade Gatorlyte MixBerry 20 o,1,11.18
Gatorade Gatorlyte Orange 20 oz,1,11.18
Tea Green Matcha Milk Ito En 11.,1,11.18
Cold Brew Chocolate Cream Starbu,1,11.18
Energy 222 Pineapple Mango Odyss,1,11.18
Energy Blue Crush Celsius 16 oz,1,11.18
Energy Orangesicle Celsius 16 oz,1,11.18
Energy Passion Orange Guva Odyss,1,11.18
Energy Revive Prickly Pear Odyss,1,11.18
Red Jacket Strawberry Apple Juic,1,11.18
Water Gatorade 33.8 oz,1,11.18
Gatorade Fruit Punch 28 oz,1,11.18
Gatorade Orange 28oz,1,11.18
Gatorade Zero Grape 28 oz,1,11.18
Sparkling lemonade Strawberry Ke,1,11.18
Soda Guava Jarritos 12.5 oz,1,11.18
Soda Pineapple Jarritos 12.5 oz,1,11.18
Soda Tamarind Jarritos 12.5 oz,1,11.18
Soda Mountain Dew 20 Oz,1,11.18
Soda Rootbeer Mug 20 oz,1,11.18
Tea Blackberry Pure Leaf 18.5 oz,1,11.18
Tea Sweetened With Lemon Brisk 2,1,11.18
Tea Unsweetened Pure Leaf Lipton,1,11.18
Juice Ocean Spray Cranbe Grape 1,1,11.18
Soda Mandarin Jarritos 12.5 oz,1,11.18
Dairy,52,11.18
Yogurt 0% Fat Vanilla Greek Oiko,6,11.18
Yogurt Mixed Berry Chobani Drink,4,11.18
Cornell Low Fat Chocolate Milk,4,11.18
Cornell 2% Milk,6,11.18
Milk Chocolate LF Cornell 8 Oz,6,11.18
Yogurt Flip Almond Coco Loco Cho,3,11.18
Yogurt Mango Chobani Drink 7 oz,2,11.18
Yogurt Straw Banana Chobani Drin,2,11.18
Yogurt Strawberry Banana Greek C,3,11.18
8 oz Vanilla Soy Silk,3,11.18
Cornell Whole Milk,3,11.18
Yogurt Black Cherry Greek Choban,2,11.18
Yogurt Plain Greek Chobani,2,11.18
Cornell Dairy Strawberry Yogurt,2,11.18
Yogurt Blueberry Greek Chobani,1,11.18
Yogurt Mango Greek Chobani,1,11.18
Yogurt Raspberry Greek Chobani,1,11.18
Yogurt Strawberry Greek Chobani,1,11.18
NutritionalSnack,27,11.18
Bar Cookie & Cream Quest 2.12 oz,4,11.18
Jelly Konjac Mango Pineapple Tas,4,11.18
Bar CHOC Mint Builders Clif bar2,2,11.18
Jelly Konjac Apple Grape Tastell,2,11.18
Jelly Konjac Double Berry Tastel,2,11.18
Jelly Konjac Peach Tastelli,2,11.18
Kind Cranberry Almond Plus Bar,2,11.18
Bar Choc Chip Cookie Dough Quest,1,11.18
Bar Frosted Birthday Cake Quest,1,11.18
Cookie Peanut Butter Lenny & Lar,1,11.18
Bar Peanut Butter Builders Clif,1,11.18
Fruit And Nut Delight Kind Bar,1,11.18
Bar Chocolate Chip Clifbar,1,11.18
Bar Crunchy Peanut Butter Clif,1,11.18
Kind Almond And Coconut Bar,1,11.18
Oat And Honey Granola Bar,1,11.18
Grocery,14,11.18
Fresh Cut Watermelon Fruit Cup,8,11.18
Fresh Cut Melon Fruit Cup,3,11.18
Fresh Cut Pineapple Fruit Cup,3,11.18
Food,57,11.18
Fruit Whole,57,11.18
Salty Snacks,17,11.18
Chip Baked Jax  Utz 1.5 oz,3,11.18
Chip Potato Dirty BBQ Mesquite 2,2,11.18
Chips Cracked Pepper & Sea Salt,2,11.18
Chips Dirty Sea Salted,2,11.18
Jalapeno Heat Chips Kosher,2,11.18
Nuts Almonds Honey 1.5 oz Sahale,1,11.18
Crunchsters BBQ 1.3 oz,1,11.18
Chip Kettle Sweet Onion 2 oz,1,11.18
Chip Voodoo Limited Zapps 2 oz,1,11.18
Utz GoodHealth Veggie Chip,1,11.18
Utz Salt N Vinegar Chip,1,11.18
Ice Cream,7,11.18
MochiCookCrm1.5o,4,11.18
Ice Cream Mochi Double Chocolate,3,11.18
Baked Goods,4,11.18
Chewy Marshmallow GF 2.1 oz,3,11.18
GF Sweet Street Choloate Brownie,1,11.18
Candy Confection,4,11.18
Orbit Sweet Mint Gum,2,11.18
Candy Milk Choc Caff Bar Awake 1,1,11.18
Orbit Wintermint Gum,1,11.18
Ext Commissary,23,11.18
Sushi,14,11.18
Salmon Roll,3,11.18
Golden Dragon Roll,2,11.18
Spicy Tuna Roll,2,11.18
California Roll,2,11.18
Hawaiian Volcano Roll,1,11.18
Alaskan Roll,1,11.18
Tempura Shrimp Roll,1,11.18
TSA Roll,1,11.18
Hawaiian Sunset,1,11.18
York Street Comm,9,11.18
Wrap Chicken Caesar,4,11.18
Wrap Buffalo Chicken,3,11.18
Sandwich Crispy Chicken Milanese,2,11.18
Int Commissary,77,11.18
Straight Bakery,70,11.18
Muffin Jumbo,25,11.18
Cookie,28,11.18
Croissant Choc,5,11.18
Croissant Blue CC,3,11.18
Croissant Straw CC,3,11.18
Cinnamon Bun,3,11.18
Plain Croissant,2,11.18
Combo 16 oz Coffee & Muffin,1,11.18
Take Us Home,4,11.18
BowlSesAsianNood,2,11.18
BowlMedProtein,1,11.18
BowlMexicanChick,1,11.18
Commissary,3,11.18
PBJ on Wheat,3,11.18
Total,"1,772",11.15
Unit Prepared,"1,362",11.15
Grill,435,11.15
Quesadilla Deluxe Trillium,125,11.15
Grilled Hamburger,72,11.15
Burrito Una Mano Trillium BYO,43,11.15
Fried Chicken Tenders,47,11.15
French Fries,92,11.15
Quesadilla Cheese,11,11.15
Trillium Grill Impossible Burger,7,11.15
Grilled Chicken Breast Sandwich,7,11.15
Black Bean Burger,4,11.15
Seared Salmon Burger,4,11.15
ADD Beef Patty $2.99,8,11.15
ADD Chicken Breast,4,11.15
ADD Burger Salmon Grilled,3,11.15
ADD Cheese,6,11.15
Add Egg $.99,2,11.15
Asian,276,11.15
1 Entree + 1 Side,94,11.15
1 Entree + 2 Side,64,11.15
Bowl Ramen Chicken,59,11.15
2 Entrees + 2 Sides,18,11.15
Bowl Ramen Tofu,17,11.15
Side Vegetarian Lo Mein,6,11.15
1 Wok Entree,3,11.15
Side Vegetarian Fried Rice with,4,11.15
Side White or Brown Rice,6,11.15
Side Vegetables,3,11.15
Side Vegetable Spring Rolls,2,11.15
Breakfast,217,11.15
Burrito Breakfast,81,11.15
Small French Omelet,39,11.15
Grand Slam Breakfast,20,11.15
Egg Cheese Sausage Breakfast San,28,11.15
Egg Cheese Bacon Breakfast Sandw,19,11.15
Add Bacon,17,11.15
Two Eggs,7,11.15
Trillium Home Fries,4,11.15
Toast,1,11.15
PC Peanut Butter,1,11.15
Italian,149,11.15
Create Your Pasta Bowl MEAT,79,11.15
Pizza with Toppings,23,11.15
Create Your Pasta Bowl VEG,15,11.15
Pizza Cheese,12,11.15
Add Extra Meat,19,11.15
Side Bread Pasta Station,1,11.15
Mexican,64,11.15
Burrito Bowl BYO,56,11.15
Single Taco,7,11.15
Side Sour Cream,1,11.15
Salad Bar,39,11.15
Salad by the Pound,39,11.15
Soup,55,11.15
Soup 12 oz,27,11.15
8 oz Soup,28,11.15
Beverages,100,11.15
Soda Fountain 16 oz,37,11.15
Soda Fountain 24 oz,25,11.15
Coffee 12 oz SB,19,11.15
Coffee 16 oz SB,16,11.15
Hot Tea 20 oz,3,11.15
Grab N Go,23,11.15
Side Potato Tots,23,11.15
Open Misc,4,11.15
Open Miscellaneous,4,11.15
Convenience,350,11.15
Beverages,246,11.15
Soda Pepsi Diet 20 Oz,12,11.15
Juice Naked Mighty Mango,6,11.15
Juice Naked Blue Machine,5,11.15
Naked Strawberry Banana Juice,5,11.15
Tea Jasmine Green Unsweet Ito En,5,11.15
Soda Pepsi Wild Cherry 20 Oz,8,11.15
Red Jacket Strawberry Apple Juic,5,11.15
Water Aquafina 20 oz,8,11.15
Yerba Mate Peach Revival 15.5 oz,4,11.15
Muscle Milk PROSRS 40 Intense Va,3,11.15
Soda Pepsi  Zero 20oz,6,11.15
Tea Tea & Lemon Pure Leaf Lipton,6,11.15
Gatorade Galcier Freeze Zero G 2,5,11.15
Juice AppleTropicana 11 oz,5,11.15
Water Life WTR Immune 700 ML,4,11.15
Kombucha Rasp Lemon Kevita 15.2,3,11.15
Milk Chocolate LF BIG RED Refuel,6,11.15
Water Aquafina 1L,5,11.15
Yerba Mate Bluephoria 15.5 oz,3,11.15
Gatorade Blue 28 oz,4,11.15
Gatorade Zero Grape 28 oz,4,11.15
Juice Orange Premium Topicana 11,4,11.15
Cold Brew Chocolate Cream Starbu,3,11.15
Energy Artic Vibe Celsius 12oz,3,11.15
Muscle Milk P40 Strawberry Cream,2,11.15
Tea Peach Pure Leaf Lipton 18.5,4,11.15
Tea Sweet W/ Le Pure Leaf Lipton,4,11.15
Starbucks Doubleshot Energy Van,2,11.15
Frappuccino Mocha 13.7 Oz SB,2,11.15
Juice Naked Green Machine,2,11.15
Juice Naked PNCLDA 15.2 Oz,2,11.15
Juice Orange Homestyle Tropicana,3,11.15
Gatorade Propel Berry Water 1 lt,3,11.15
Water Gatorade 700ml,3,11.15
Gatorade Gatorlyte Glacier Freez,2,11.15
Gatorade Gatorlyte Orange 20 oz,2,11.15
Gatorade Gatorlyte Zero Fruit Pu,2,11.15
Gatorade Gatorlyte Zero Lemon Li,2,11.15
Yerba Mate Enlighten Mint 15.5 o,2,11.15
Yerba Mate Lemon 15.5 oz,2,11.15
Yerba Mate Revel Berry 15.5 oz,2,11.15
Energy 222 Pineapple Mango Odyss,2,11.15
Soda Orange Crush 20 Oz,3,11.15
Soda Pepsi 20 Oz,3,11.15
Tea Blackberry Pure Leaf 18.5 oz,3,11.15
Tea Iced Rasberry Lipton 16 oz,3,11.15
Tea Unsweetened Pure Leaf Lipton,3,11.15
Energy Fuji Apple Pear Celsius 1,2,11.15
Energy Mango PassFruit Celsius 1,2,11.15
Energy StrawGuava Celsius 12oz,2,11.15
Tea Green Peach Mango Celsius 12,2,11.15
Gatorade Berry Zero G 28 oz,2,11.15
Glacier Freeze Gatorade 28 oz,2,11.15
Juice Grape Tropicana 11oz,2,11.15
Juice Raspberry Lemonade Tropica,2,11.15
Sparkling Lemonade Mango Kevita,2,11.15
Sparkling lemonade Strawberry Ke,2,11.15
Muscle Milk Choc PB 14oz,1,11.15
Lipton Pure Leaf Sweet Tea,2,11.15
Soda Ginger Ale Schweppes 20 Oz,2,11.15
Soda Mountain Dew 20 Oz,2,11.15
Soda Mountain Dew Zero 20 Oz,2,11.15
Soda Starry Lemon Lime 20 oz,2,11.15
Tea Pure Leaf Zero Sugar Sweet T,2,11.15
Frappuccino Coffee 13.7 oz SB,1,11.15
Juice Ocean Spray Cranbe Grape 1,2,11.15
Kombucha Ginger Kevita 15.2 oz,1,11.15
Gatorade Gatorlyte Strawberry Ki,1,11.15
Yerba Mate Tropical 15.5 oz,1,11.15
Tea Black Milk Ito En 11.8 oz,1,11.15
Tea Green Matcha Milk Ito En 11.,1,11.15
Cold Brew Vanilla Sweet Cream St,1,11.15
Energy 222 Blue Raspberry Odysse,1,11.15
Energy Blue Crush Celsius 16 oz,1,11.15
Energy Cherry Limeade Celsius 16,1,11.15
Energy Passion Orange Guva Odyss,1,11.15
Energy Revive Prickly Pear Odyss,1,11.15
Juice Fuji Apple Red Jacket 12oz,1,11.15
Rockstar Pure Zero Silver Ice,1,11.15
Mountain Dew Kickstart Orange 16,1,11.15
Water Gatorade 33.8 oz,1,11.15
Cider Apple Red Jacket 12 oz,1,11.15
Glacier Cherry Gatorade 28 oz,1,11.15
Kickstart Strawberry Start-up 16,1,11.15
Gatorade Propel Grape Water 1 lt,1,11.15
Soda Guava Jarritos 12.5 oz,1,11.15
Soda Pineapple Jarritos 12.5 oz,1,11.15
Soda Rootbeer Mug 20 oz,1,11.15
Soda Rootbeer Zero Sugar Mug 20,1,11.15
Tea Light Peach Lipton 20 oz,1,11.15
Tea Sweetened With Lemon Brisk 2,1,11.15
Tea Unsweet Black W Lemon 18.5 o,1,11.15
Juice Lemonade Dole 20oz,1,11.15
Juice Orange Dole 15.2 oz,1,11.15
Ocean Spray Cranberry Cocktail,1,11.15
Water Aquafina Alumitek 16 oz,1,11.15
Dairy,36,11.15
Cornell Low Fat Chocolate Milk,11,11.15
Cornell 2% Milk (70000380),4,11.15
Cornell Whole Milk,5,11.15
Yogurt Flip Almond Coco Loco Cho,2,11.15
Yogurt Flip Peanut Butter Dream,2,11.15
Yogurt Peach Greek Chobani,2,11.15
Yogurt Mango Chobani Drink 7 oz,1,11.15
Yogurt Mixed Berry Chobani Drink,1,11.15
Cornell 2% Milk (70000381),2,11.15
Milk Chocolate LF Cornell 8 Oz,2,11.15
Yogurt 0% Fat Vanilla Greek Oiko,1,11.15
Yogurt Mango Greek Chobani,1,11.15
Yogurt Strawberry Greek Chobani,1,11.15
Silk Chocolate Soy Milk,1,11.15
NutritionalSnack,12,11.15
Jelly Konjac Peach Tastelli,2,11.15
Bar Choc Chip Cookie Dough Quest,1,11.15
Bar Cookie & Cream Quest 2.12 oz,1,11.15
Bar Frosted Birthday Cake Quest,1,11.15
Cookie Birthday Cake Lenny & Lar,1,11.15
Bar Peanut Butter Builders Clif,1,11.15
Jelly Konjac Apple Grape Tastell,1,11.15
Jelly Konjac Double Berry Tastel,1,11.15
Bar Chocolate Chip Clifbar,1,11.15
Dark Choc Cherry Cashew Plus Kin,1,11.15
Oat And Honey Granola Bar,1,11.15
Food,36,11.15
Fruit Whole,36,11.15
Salty Snacks,7,11.15
Chips Dirty Sea Salted,2,11.15
Chip Kettle Sea Salt 2 oz,1,11.15
Chip Funky Fusion Dirty 2 oz,1,11.15
Chips Cracked Pepper & Sea Salt,1,11.15
Utz Regular Chip,1,11.15
Pretzel Thin 2.12 oz Utz,1,11.15
Grocery,3,11.15
Fresh Cut Watermelon Fruit Cup,3,11.15
Candy Confection,4,11.15
Orbit Wintermint Gum,2,11.15
Candy Dark Chocolate Awake Bar 1,1,11.15
Orbit Sweet Mint Gum,1,11.15
Baked Goods,3,11.15
Chewy Marshmallow GF 2.1 oz,2,11.15
GF Sweet Street Choloate Brownie,1,11.15
Ice Cream,3,11.15
MochiCookCrm1.5o,2,11.15
Ice Cream Mochi Sweet Mango 1.5,1,11.15
Ext Commissary,14,11.15
Sushi,8,11.15
Golden Dragon Roll,2,11.15
Alaskan Roll,1,11.15
Tempura Crunch Roll,1,11.15
Tempura Shrimp Roll,1,11.15
TSA Roll,1,11.15
Spicy Tuna Roll,1,11.15
California Roll,1,11.15
York Street Comm,6,11.15
Wrap Chicken Caesar,3,11.15
Sandwich Prosciutto & Mozzarella,2,11.15
Sandwich Corned Beef & Swiss,1,11.15
Int Commissary,46,11.15
Straight Bakery,42,11.15
Muffin Jumbo,14,11.15
Cookie,15,11.15
Croissant Straw CC,3,11.15
Croissant Choc,2,11.15
Combo 16 oz Coffee & Muffin,2,11.15
Cinnamon Bun,2,11.15
Coffee Cake,3,11.15
Plain Croissant,1,11.15
Take Us Home,2,11.15
BowlMexicanChick,1,11.15
BowlSouthChick,1,11.15
GF Commissary,1,11.15
GF ChicCaesarSld,1,11.15
Commissary,1,11.15
PBJ on Wheat,1,11.15
Total,"2,654",11.14
Unit Prepared,"1,979",11.14
Grill,706,11.14
Quesadilla Deluxe Trillium,178,11.14
Grilled Hamburger,99,11.14
Fried Chicken Tenders,108,11.14
Burrito Una Mano Trillium BYO,59,11.14
French Fries,175,11.14
Grilled Chicken Breast Sandwich,20,11.14
Trillium Grill Impossible Burger,15,11.14
Quesadilla Cheese,12,11.14
Seared Salmon Burger,8,11.14
ADD Beef Patty $2.99,10,11.14
Black Bean Burger,3,11.14
ADD Chicken Breast,5,11.14
ADD Cheese,12,11.14
Sweet Potato Fries,1,11.14
Add Egg $.99,1,11.14
Asian,417,11.14
1 Entree + 1 Side,175,11.14
1 Entree + 2 Side,84,11.14
Bowl Ramen Chicken,78,11.14
2 Entrees + 2 Sides,33,11.14
Bowl Ramen Tofu,21,11.14
Side Vegetarian Lo Mein,11,11.14
1 Wok Entree,4,11.14
Side White or Brown Rice,8,11.14
Side Fried Spring Roll,2,11.14
Side Vegetarian Fried Rice with,1,11.14
Breakfast,264,11.14
Burrito Breakfast,82,11.14
Small French Omelet,56,11.14
Grand Slam Breakfast,18,11.14
Egg Cheese Sausage Breakfast San,26,11.14
Egg Cheese Bacon Breakfast Sandw,19,11.14
Add Bacon,33,11.14
Two Eggs,18,11.14
Pancake Single,5,11.14
Trillium Home Fries,4,11.14
2 Slices Toast,3,11.14
Italian,210,11.14
Create Your Pasta Bowl MEAT,103,11.14
Create Your Pasta Bowl VEG,31,11.14
Pizza with Toppings,38,11.14
Pizza Cheese,22,11.14
Add Extra Meat,16,11.14
Mexican,95,11.14
Burrito Bowl BYO,86,11.14
Single Taco,5,11.14
Side Guacamole,3,11.14
Side Salsa,1,11.14
Salad Bar,63,11.14
Salad by the Pound,63,11.14
Soup,80,11.14
8 oz Soup,43,11.14
Soup 12 oz,37,11.14
Beverages,111,11.14
Soda Fountain 24 oz,33,11.14
Soda Fountain 16 oz,30,11.14
Coffee 12 oz SB,24,11.14
Coffee 16 oz SB,19,11.14
Hot Tea 20 oz,4,11.14
Hot Cocoa,1,11.14
Grab N Go,23,11.14
Side Potato Tots,23,11.14
Open Misc,6,11.14
Open Miscellaneous,6,11.14
Salads,4,11.14
Add Extra Protein $2.99,4,11.14
Convenience,549,11.14
Beverages,390,11.14
Water Aquafina 20 oz,19,11.14
Soda Pepsi Diet 20 Oz,15,11.14
Yerba Mate Enlighten Mint 15.5 o,8,11.14
Tea Jasmine Green Unsweet Ito En,8,11.14
Juice Naked Mighty Mango,6,11.14
Soda Pepsi  Zero 20oz,11,11.14
Soda Pepsi 20 Oz,10,11.14
Energy Artic Vibe Celsius 12oz,7,11.14
Yerba Mate Peach Revival 15.5 oz,6,11.14
Water Life WTR Immune 700 ML,7,11.14
Water Aquafina 1L,9,11.14
Gatorade Propel Berry Water 1 lt,8,11.14
Energy Mango PassFruit Celsius 1,6,11.14
Energy StrawGuava Celsius 12oz,6,11.14
Juice Orange Premium Topicana 11,7,11.14
Yerba Mate Bluephoria 15.5 oz,5,11.14
Yerba Mate Lemon 15.5 oz,5,11.14
Cold Brew Vanilla Sweet Cream St,5,11.14
Juice Naked Blue Machine,4,11.14
Kombucha Rasp Lemon Kevita 15.2,4,11.14
Tea Green Peach Mango Celsius 12,5,11.14
Tea Iced Rasberry Lipton 16 oz,7,11.14
Tea Black Milk Ito En 11.8 oz,4,11.14
Tea Green Matcha Milk Ito En 11.,4,11.14
Muscle Milk P40 Strawberry Cream,3,11.14
Muscle Milk PROSRS 40 Intense Va,3,11.14
Milk Chocolate LF BIG RED Refuel,7,11.14
Energy Fruit Burst Celsius 16 oz,4,11.14
Energy StrawLemon Celsius 12oz,4,11.14
Frappuccino Caramel SB 13.7 oz,3,11.14
Naked Strawberry Banana Juice,3,11.14
Water Gatorade 33.8 oz,4,11.14
Soda Rootbeer Mug 20 oz,5,11.14
Tea Pure Leaf Zero Sugar Sweet T,5,11.14
Tea Golden Oolong Unsweet Ito En,3,11.14
Gatorade Lemon Lime 28 oz,4,11.14
Gatorade Orange 28oz,4,11.14
Juice Grape Tropicana 11oz,4,11.14
Juice Raspberry Lemonade Tropica,4,11.14
Cold Brew Chocolate Cream Starbu,3,11.14
Red Jacket Strawberry Apple Juic,3,11.14
Energy Fast Twitch Cool Blue 12,3,11.14
Tea Green Rasp Acai  Celsius 12,3,11.14
Muscle Milk KO Chocolate 14oz,2,11.14
Lipton Pure Leaf Sweet Tea,4,11.14
Soda Orange Crush 20 Oz,4,11.14
Tea Tea & Lemon Pure Leaf Lipton,4,11.14
Tea Unsweet Green Lipton 18.5 oz,4,11.14
Starbucks Doubleshot Energy Van,2,11.14
Frappuccino Mocha 13.7 Oz SB,2,11.14
Frappuccino Vanilla SB 13.7 Oz,2,11.14
Kombucha Pineapple Peach Kevita,2,11.14
Gatorade Blue 28 oz,3,11.14
Gatorade Galcier Freeze Zero G 2,3,11.14
Juice AppleTropicana 11 oz,3,11.14
Gatorade Propel Grape Water 1 lt,3,11.14
Water Gatorade 700ml,3,11.14
Yerba Mate Tropical 15.5 oz,2,11.14
Soda Mango Jarritos 12.5 oz,3,11.14
Energy Orangesicle Celsius 16 oz,2,11.14
Energy Passion Orange Guva Odyss,2,11.14
Soda Ginger Ale Schweppes 20 Oz,3,11.14
Soda Mountain Dew 20 Oz,3,11.14
Soda Mountain Dew Zero 20 Oz,3,11.14
Soda Starry Lemon Lime 20 oz,3,11.14
Tea Peach Pure Leaf Lipton 18.5,3,11.14
Tea Sweetened With Lemon Brisk 2,3,11.14
Tea Sweet W/ Le Pure Leaf Lipton,3,11.14
Rockstar Pure Zero Silver Ice,2,11.14
Ocean Spray Cranberry Cocktail,3,11.14
Energy Fast Twitch Watermelon St,2,11.14
Energy Fuji Apple Pear Celsius 1,2,11.14
Mountain Dew Kickstart Black Che,2,11.14
Water Aquafina Alumitek 16 oz,3,11.14
Glacier Cherry Gatorade 28 oz,2,11.14
Sparkling Lemonade Mango Kevita,2,11.14
Cornell Lemonade,3,11.14
Soda Guava Jarritos 12.5 oz,2,11.14
Soda Pepsi Wild Cherry 20 Oz,2,11.14
Tea Blackberry Pure Leaf 18.5 oz,2,11.14
Starbucks Doubleshot Ener Coffee,1,11.14
Juice Lemonade Dole 20oz,2,11.14
Juice Orange Dole 15.2 oz,2,11.14
Frappuccino Coffee 13.7 oz SB,1,11.14
Juice Naked Berry Blast,1,11.14
Juice Naked Green Machine,1,11.14
Juice Naked PNCLDA 15.2 Oz,1,11.14
Naked Red Machine Juice,1,11.14
Juice Ocean Spray Cranbe Grape 1,2,11.14
Soda Mandarin Jarritos 12.5 oz,2,11.14
Kombucha Ginger Kevita 15.2 oz,1,11.14
Gatorade Gatorlyte Glacier Freez,1,11.14
Gatorade Gatorlyte MixBerry 20 o,1,11.14
Gatorade Gatorlyte Orange 20 oz,1,11.14
Gatorade Gatorlyte Strawberry Ki,1,11.14
Gatorade Gatorlyte Zero Fruit Pu,1,11.14
Gatorade Gatorlyte Zero Lemon Li,1,11.14
Yerba Mate Revel Berry 15.5 oz,1,11.14
Starbucks Double Shot 6.5 Oz,1,11.14
Energy 222 Pineapple Mango Odyss,1,11.14
Energy Cherry Limeade Celsius 16,1,11.14
Energy Dragonberry Celsius 16 oz,1,11.14
Juice Joes Lemonade  Red Jacket1,1,11.14
Energy Blue Raz Lemonade Celsius,1,11.14
Energy Fast Twitch Grape 12 oz,1,11.14
Mountain Dew Kickstart Orange 16,1,11.14
Cider Apple Red Jacket 12 oz,1,11.14
Gatorade Berry Zero G 28 oz,1,11.14
